id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,job_satisfaction_rate
622640,hr,junior,medium,3,no,no,4,26400,0.79
286859,technology,middle,low,4,no,no,4,33600,0.72
991500,hr,junior,medium,2,no,no,3,26400,0.51
440847,hr,middle,high,1,no,no,5,61200,0.67
867909,purchasing,middle,medium,5,no,no,2,43200,0.46
394237,sales,junior,low,3,no,no,4,15600,0.79
373266,sales,middle,high,3,no,no,4,54000,0.63
165597,purchasing,junior,medium,1,no,no,3,25200,0.36
724084,sales,junior,medium,1,no,no,3,24000,0.36
983712,marketing,middle,medium,3,no,no,3,46800,0.39
747816,sales,junior,medium,1,no,no,3,21600,0.19
859712,purchasing,middle,medium,8,no,yes,3,39600,0.5
213691,technology,middle,low,6,no,no,4,34800,0.8
624165,sales,sinior,medium,1,no,yes,4,60000,0.57
835026,sales,junior,medium,1,no,no,5,21600,0.48
412064,marketing,junior,medium,1,no,no,3,31200,0.29
305328,marketing,middle,medium,7,no,no,3,44400,0.43
939006,purchasing,middle,medium,7,no,no,4,34800,0.73
597985,sales,junior,medium,1,no,no,3,20400,0.14
851348,marketing,junior,low,1,no,no,3,13200,0.36
149635,sales,middle,low,6,no,no,4,28800,0.75
890415,sales,middle,high,6,no,no,2,56400,0.43
408237,sales,junior,low,2,no,yes,4,19200,0.59
354833,hr,junior,medium,2,no,yes,4,22800,0.55
295893,sales,middle,low,10,no,no,3,18000,0.33
385165,marketing,sinior,high,8,yes,no,2,79200,0.63
905464,purchasing,junior,medium,1,no,no,3,28800,0.38
889714,sales,middle,high,5,yes,no,4,48000,0.83
554336,purchasing,middle,medium,3,no,no,3,32400,0.33
684580,technology,junior,low,3,no,no,3,15600,0.27
908796,sales,middle,high,7,no,no,3,45600,0.35
944845,technology,junior,high,1,no,no,4,46800,0.7
677951,sales,junior,medium,1,no,no,4,21600,0.49
736410,marketing,junior,low,1,no,no,4,16800,0.87
616328,hr,junior,medium,1,no,no,5,27600,0.7
585660,marketing,junior,low,2,no,no,4,16800,0.86
158736,technology,sinior,medium,3,no,no,3,68400,0.36
269188,purchasing,sinior,medium,2,no,no,4,54000,0.59
609819,marketing,middle,medium,7,no,no,4,46800,0.76
366204,purchasing,junior,medium,1,no,no,4,26400,0.73
218437,technology,junior,medium,1,no,no,4,31200,0.67
503447,technology,middle,low,5,no,no,4,33600,0.83
187337,sales,middle,medium,2,no,no,4,43200,0.66
528763,hr,junior,medium,2,no,no,4,26400,0.79
320314,sales,middle,medium,5,no,no,4,38400,0.86
419314,sales,junior,high,1,no,no,5,34800,0.84
326491,hr,junior,medium,1,no,no,3,22800,0.21
666112,technology,middle,medium,4,no,no,5,40800,0.55
878254,hr,junior,low,3,no,no,4,13200,0.68
805327,purchasing,sinior,medium,7,no,no,4,52800,0.93
525954,purchasing,junior,low,2,no,no,3,12000,0.4
688037,marketing,middle,medium,5,no,no,3,39600,0.38
416079,sales,sinior,medium,9,no,no,5,57600,0.89
855891,marketing,junior,medium,1,no,no,4,31200,0.71
327729,technology,middle,medium,3,no,no,3,38400,0.17
293110,hr,sinior,medium,7,yes,no,3,45600,0.49
779457,sales,middle,low,1,no,no,4,19200,0.51
589303,purchasing,middle,low,6,no,no,4,19200,0.67
763808,sales,junior,medium,2,no,no,4,27600,0.79
770559,purchasing,junior,medium,1,no,no,3,21600,0.19
381965,sales,junior,medium,1,no,no,3,20400,0.18
998223,purchasing,junior,medium,1,no,no,4,28800,0.6
145696,sales,junior,medium,4,no,no,3,24000,0.43
669465,sales,junior,low,3,no,no,1,14400,0.25
546337,sales,junior,low,1,no,no,5,18000,0.63
585818,sales,middle,high,5,no,no,3,52800,0.47
967526,purchasing,junior,low,4,no,no,4,15600,0.76
722034,sales,junior,medium,1,no,no,4,27600,0.71
686710,sales,middle,low,5,no,no,4,24000,0.76
661133,sales,middle,medium,8,no,yes,4,38400,0.69
367399,technology,middle,low,8,no,no,4,27600,0.6
107482,marketing,middle,high,1,no,no,5,62400,0.62
806514,sales,middle,medium,2,no,no,4,38400,0.6
255271,hr,middle,medium,5,no,yes,2,44400,0.34
765730,hr,junior,medium,2,no,no,3,28800,0.46
911210,marketing,junior,low,1,no,no,5,18000,0.93
887872,sales,junior,low,1,no,no,2,12000,0.12
201414,sales,middle,medium,1,no,no,5,38400,0.67
328474,marketing,middle,medium,6,no,yes,3,44400,0.32
178421,sales,middle,medium,7,no,no,4,44400,0.86
830856,technology,junior,medium,1,no,no,4,27600,0.54
932937,technology,junior,medium,1,no,no,3,30000,0.19
505588,sales,junior,high,1,no,yes,2,36000,0.35
627588,marketing,junior,low,1,no,no,4,20400,0.81
509088,technology,middle,high,4,no,yes,3,56400,0.12
864332,sales,junior,medium,1,no,no,4,27600,0.71
898488,sales,middle,high,4,no,yes,2,45600,0.05
744981,sales,junior,medium,1,no,no,3,27600,0.4
674190,hr,middle,high,2,no,yes,3,58800,0.4
592945,technology,middle,medium,2,no,yes,4,52800,0.53
946961,purchasing,middle,low,3,no,no,2,18000,0.22
995865,marketing,junior,low,1,no,no,3,13200,0.37
537868,marketing,junior,medium,1,no,no,4,28800,0.63
412936,marketing,middle,low,3,no,no,4,26400,0.64
511580,sales,middle,medium,9,no,no,4,43200,0.79
811299,marketing,sinior,high,8,no,no,4,75600,0.64
915111,hr,middle,high,4,no,no,3,57600,0.43
670278,sales,middle,low,5,no,no,4,28800,0.93
185278,sales,middle,low,8,no,no,1,22800,0.32
610879,sales,middle,high,2,no,no,5,52800,0.73
558700,sales,middle,medium,9,no,yes,3,32400,0.23
932373,hr,junior,low,2,no,no,4,16800,0.92
933400,purchasing,junior,medium,4,no,no,3,28800,0.49
322287,purchasing,junior,medium,3,no,no,4,26400,0.81
482779,sales,middle,low,6,no,no,4,28800,0.78
347193,hr,junior,low,1,no,no,3,19200,0.41
613300,technology,junior,low,1,no,no,3,22800,0.37
880971,sales,middle,medium,8,no,no,3,38400,0.47
168482,sales,junior,medium,1,no,no,4,28800,0.73
594476,sales,middle,low,4,no,no,4,19200,0.43
264880,sales,junior,medium,2,no,no,4,27600,0.89
377817,purchasing,sinior,medium,5,no,no,4,52800,0.73
615794,marketing,junior,medium,1,no,yes,4,31200,0.44
763263,sales,middle,low,7,no,no,4,28800,0.89
650983,marketing,junior,medium,2,no,no,3,31200,0.45
212383,marketing,middle,medium,8,no,yes,3,44400,0.39
410087,sales,junior,high,1,no,no,3,37200,0.72
675943,sales,middle,medium,5,no,no,4,38400,0.76
502298,sales,middle,medium,10,no,no,5,33600,0.63
311046,hr,junior,medium,5,no,no,2,22800,0.3
166844,sales,middle,medium,3,no,no,4,33600,0.44
114519,sales,middle,low,8,no,no,3,27600,0.58
321286,sales,junior,medium,1,no,no,1,24000,0.29
585770,purchasing,sinior,high,2,no,no,4,79200,0.68
711805,sales,junior,medium,1,no,no,5,22800,0.46
984534,purchasing,middle,medium,7,no,no,2,33600,0.3
883524,hr,junior,low,1,no,no,3,12000,0.2
665778,sales,sinior,medium,1,no,no,4,51600,0.63
447552,hr,junior,medium,1,no,no,4,24000,0.47
951741,sales,middle,high,7,no,no,4,57600,0.81
239861,sales,middle,high,6,no,no,5,48000,0.7
594574,sales,middle,medium,5,no,no,4,38400,0.77
267704,sales,junior,medium,1,no,no,4,25200,0.62
435110,marketing,junior,medium,3,no,no,3,31200,0.56
105199,technology,junior,medium,1,no,no,3,33600,0.25
936971,purchasing,junior,medium,4,no,no,4,25200,0.77
697547,purchasing,sinior,high,8,no,no,5,66000,0.73
125644,hr,junior,medium,1,no,no,2,25200,0.12
806039,hr,sinior,high,10,no,yes,4,73200,0.52
173740,hr,junior,low,5,no,no,1,19200,0.55
562108,sales,middle,high,3,no,no,1,45600,0.2
216901,sales,middle,high,5,no,yes,3,46800,0.15
654640,purchasing,middle,medium,4,no,no,2,32400,0.13
342013,purchasing,middle,high,3,yes,no,2,56400,0.58
738891,purchasing,junior,low,1,no,no,4,13200,0.51
479132,sales,junior,medium,1,no,no,3,20400,0.24
631489,purchasing,middle,high,5,no,yes,2,46800,0.2
253313,hr,middle,medium,6,no,no,4,40800,0.8
142090,technology,junior,low,1,no,no,3,22800,0.27
167149,marketing,middle,medium,7,no,yes,4,36000,0.54
634925,hr,sinior,medium,7,no,no,4,61200,0.8
331621,purchasing,middle,low,2,no,yes,1,27600,0.22
807659,sales,middle,low,3,no,no,3,24000,0.39
558355,technology,junior,medium,1,no,no,1,30000,0.2
852871,sales,junior,low,2,no,no,2,14400,0.31
507817,hr,junior,medium,1,no,yes,3,30000,0.15
492920,technology,junior,medium,4,no,no,3,33600,0.52
294445,technology,junior,low,4,no,no,5,15600,0.72
124982,sales,sinior,high,10,no,no,3,69600,0.4
445738,hr,junior,medium,3,no,no,3,22800,0.26
167359,sales,junior,medium,2,no,no,3,21600,0.33
660428,technology,middle,high,6,yes,no,3,60000,0.66
716225,hr,junior,medium,2,no,no,4,24000,0.65
804823,marketing,junior,medium,2,no,no,5,27600,0.87
188415,sales,middle,medium,7,no,no,4,43200,0.87
389369,sales,middle,high,7,no,no,4,48000,0.63
564479,hr,middle,medium,5,yes,no,1,38400,0.52
354643,technology,junior,medium,2,no,no,3,34800,0.5
235421,purchasing,junior,medium,1,no,no,4,28800,0.63
254538,technology,middle,low,5,no,no,4,28800,0.75
785345,marketing,middle,medium,7,no,no,4,48000,0.78
386398,sales,junior,medium,2,no,no,4,21600,0.69
847417,technology,junior,low,1,no,no,1,18000,0.17
468340,marketing,middle,medium,3,no,no,5,36000,0.55
286730,hr,middle,high,5,no,no,4,50400,0.69
811598,sales,middle,medium,3,no,no,3,43200,0.32
177899,technology,sinior,low,9,no,no,3,38400,0.37
648052,sales,middle,high,2,no,no,3,48000,0.15
108289,sales,middle,low,5,no,no,5,28800,0.88
135537,marketing,junior,low,1,no,no,4,16800,0.82
708080,marketing,junior,low,2,no,no,2,13200,0.28
218300,sales,junior,medium,2,no,no,5,25200,0.83
833146,technology,middle,low,4,no,no,3,27600,0.14
701566,hr,junior,low,3,no,yes,4,13200,0.52
243490,purchasing,sinior,high,4,no,no,4,79200,0.68
973483,purchasing,middle,medium,8,no,no,4,44400,0.89
553543,sales,junior,low,2,no,no,4,19200,0.85
879230,sales,junior,medium,4,no,no,3,21600,0.36
883203,technology,junior,medium,1,no,no,3,30000,0.24
658000,sales,junior,low,3,no,no,2,12000,0.28
700061,sales,middle,low,2,no,no,2,22800,0.18
798089,technology,junior,low,2,no,no,4,19200,0.83
563734,purchasing,junior,low,2,no,no,5,20400,0.89
351525,technology,junior,high,4,no,no,3,37200,0.33
875175,sales,sinior,high,8,no,yes,3,76800,0.36
451006,purchasing,middle,medium,4,no,no,4,34800,0.46
243107,technology,middle,medium,6,no,yes,3,39600,0.17
600975,hr,middle,medium,7,no,no,4,45600,0.77
999264,technology,junior,low,2,no,yes,4,22800,0.73
715545,sales,middle,high,4,no,no,3,50400,0.18
840114,technology,middle,medium,7,no,no,4,51600,0.8
827518,sales,middle,medium,2,no,no,4,33600,0.51
645775,marketing,middle,medium,2,no,no,3,40800,0.36
841572,purchasing,junior,medium,2,no,no,1,25200,0.47
474124,hr,junior,low,3,no,no,2,13200,0.28
144346,purchasing,junior,medium,2,no,no,4,28800,0.81
526107,sales,middle,medium,5,no,no,4,38400,0.75
965809,technology,junior,low,2,no,yes,2,18000,0.17
216913,sales,middle,low,5,no,no,3,24000,0.51
451349,sales,junior,medium,4,no,yes,3,24000,0.33
582790,hr,junior,medium,1,no,yes,2,22800,0.05
932118,technology,sinior,medium,4,no,no,5,72000,0.63
597853,sales,junior,medium,1,no,no,3,24000,0.29
549861,hr,junior,medium,1,no,no,4,30000,0.72
940849,sales,junior,medium,1,no,no,4,24000,0.68
466582,hr,middle,low,3,no,no,5,30000,0.59
921941,sales,middle,medium,10,no,no,2,37200,0.41
837837,hr,junior,high,1,no,yes,3,32400,0.09
518938,purchasing,middle,low,4,no,no,3,19200,0.1
907143,hr,junior,medium,2,no,no,5,31200,0.88
316876,sales,junior,high,1,no,no,3,36000,0.68
908178,sales,middle,medium,6,no,no,4,38400,0.78
286934,sales,middle,medium,5,no,no,5,38400,0.88
931763,sales,middle,low,9,no,no,4,24000,0.81
600407,sales,junior,low,1,no,no,5,12000,0.52
465767,purchasing,junior,medium,3,no,no,3,22800,0.32
997136,technology,sinior,low,9,no,no,4,39600,0.9
599302,sales,junior,low,1,no,no,4,18000,0.61
580737,technology,junior,medium,2,no,no,4,36000,0.79
256953,sales,middle,medium,5,no,no,4,38400,0.84
262528,purchasing,junior,medium,1,no,no,5,28800,0.74
642786,sales,middle,low,4,no,no,4,28800,0.63
157851,technology,junior,medium,4,no,no,4,27600,0.63
882831,purchasing,middle,high,7,no,yes,3,54000,0.42
949166,purchasing,junior,medium,1,no,no,4,22800,0.56
658645,technology,junior,low,4,no,no,3,18000,0.28
771817,sales,junior,low,1,no,no,3,15600,0.33
841372,technology,junior,medium,1,no,no,4,34800,0.72
328531,technology,junior,medium,4,no,no,4,31200,0.75
769227,technology,junior,medium,1,no,no,4,34800,0.64
128920,technology,middle,medium,8,no,no,2,50400,0.5
772554,technology,junior,low,1,no,no,4,15600,0.52
852155,marketing,middle,high,1,no,no,4,52800,0.46
771153,marketing,middle,medium,7,no,no,4,37200,0.66
320501,marketing,middle,high,5,no,no,3,61200,0.55
351091,marketing,middle,low,8,no,yes,4,20400,0.58
509866,purchasing,junior,medium,1,no,yes,3,25200,0.22
835479,purchasing,sinior,high,2,no,no,4,80400,0.63
485850,hr,sinior,high,7,no,no,4,81600,0.78
501458,sales,junior,low,3,no,no,5,12000,0.68
802162,sales,junior,low,3,no,no,4,19200,0.8
311972,technology,junior,low,1,no,no,4,15600,0.45
243133,purchasing,junior,medium,3,no,no,3,28800,0.57
944130,purchasing,middle,medium,4,no,yes,3,33600,0.21
402409,sales,middle,medium,5,no,no,4,33600,0.69
773762,hr,junior,medium,2,no,no,3,28800,0.52
441151,marketing,junior,medium,2,no,yes,3,27600,0.39
131355,sales,sinior,medium,6,no,no,3,44400,0.19
773522,technology,junior,low,1,no,no,5,19200,0.65
151226,purchasing,middle,medium,4,no,no,5,34800,0.48
974435,hr,junior,medium,1,no,no,5,27600,0.65
517964,sales,junior,medium,3,no,no,3,25200,0.55
138858,purchasing,junior,low,2,no,yes,3,12000,0.15
443505,technology,junior,low,3,no,no,4,24000,0.9
335887,purchasing,junior,high,2,no,no,3,31200,0.32
767328,technology,middle,low,9,no,no,2,33600,0.43
466755,sales,middle,medium,7,no,no,1,32400,0.38
275495,purchasing,middle,low,4,no,yes,4,24000,0.49
154704,sales,middle,medium,3,no,no,4,33600,0.49
896181,hr,middle,low,5,no,no,2,19200,0.26
246903,technology,junior,medium,1,no,no,4,27600,0.47
774291,purchasing,junior,medium,1,no,no,5,30000,0.63
377336,technology,junior,low,2,no,no,3,14400,0.34
519813,sales,junior,medium,3,no,no,4,25200,0.79
938294,purchasing,middle,medium,5,no,yes,3,44400,0.43
125735,marketing,junior,low,1,no,no,4,13200,0.63
252174,sales,sinior,low,9,no,no,3,31200,0.32
739961,marketing,junior,low,3,no,no,4,13200,0.68
282394,sales,sinior,medium,10,no,no,4,51600,0.81
526835,sales,middle,medium,5,no,no,2,42000,0.57
330140,sales,middle,low,4,yes,no,4,19200,0.65
948198,sales,middle,high,5,no,yes,3,45600,0.16
633548,hr,junior,low,1,no,no,5,16800,0.6
342336,purchasing,junior,medium,1,no,no,4,22800,0.44
102496,sales,middle,medium,3,no,no,5,39600,0.71
432819,technology,middle,low,7,no,no,5,22800,0.65
540390,sales,junior,low,2,no,no,5,12000,0.67
534713,technology,junior,low,3,no,no,4,22800,0.85
564411,sales,junior,medium,2,no,no,4,21600,0.69
328419,sales,junior,medium,3,no,no,4,27600,0.84
382643,purchasing,middle,medium,3,no,no,4,44400,0.68
479607,hr,middle,medium,6,no,no,4,40800,0.83
501440,sales,junior,medium,1,no,no,4,21600,0.57
296367,sales,junior,medium,1,no,no,4,25200,0.65
588115,marketing,junior,medium,4,no,no,4,27600,0.77
640900,technology,junior,medium,2,no,no,3,30000,0.36
582297,marketing,sinior,low,7,no,no,4,27600,0.59
156061,hr,junior,medium,2,no,no,3,26400,0.47
323656,marketing,middle,medium,6,no,yes,3,45600,0.38
700484,sales,middle,medium,7,no,no,5,43200,0.75
532034,purchasing,middle,low,2,no,no,3,24000,0.29
763669,technology,sinior,low,2,no,no,2,45600,0.31
186641,technology,middle,low,8,no,no,4,34800,0.8
453725,technology,middle,medium,5,no,no,3,44400,0.31
287029,hr,middle,medium,3,no,no,4,34800,0.42
901311,sales,junior,medium,4,no,no,3,27600,0.51
528078,marketing,junior,low,2,no,no,4,20400,0.75
386251,marketing,junior,medium,3,no,no,5,32400,0.78
480774,technology,middle,medium,4,no,no,3,39600,0.15
466778,hr,middle,low,6,no,no,3,19200,0.47
383123,sales,junior,low,1,no,no,5,19200,0.74
447617,marketing,sinior,medium,6,no,no,5,49200,0.55
185080,sales,middle,medium,6,no,yes,4,33600,0.53
941351,marketing,middle,low,7,no,no,4,20400,0.67
969784,sales,junior,low,1,no,no,2,18000,0.37
814374,marketing,junior,low,1,no,no,4,16800,0.76
216696,technology,junior,medium,2,no,no,5,26400,0.68
304665,hr,middle,medium,7,no,no,3,34800,0.46
792578,technology,middle,high,1,no,no,3,61200,0.27
866957,technology,middle,medium,6,no,no,3,43200,0.32
545058,hr,middle,low,9,no,no,2,19200,0.34
444903,hr,middle,medium,7,no,no,4,46800,0.85
850399,technology,junior,low,1,no,no,3,15600,0.15
432478,sales,middle,high,9,no,no,4,58800,0.86
438783,sales,junior,medium,2,no,no,4,27600,0.84
752381,marketing,junior,low,1,no,no,5,16800,0.79
368058,technology,junior,high,1,no,no,4,43200,0.7
651944,purchasing,middle,high,3,no,no,5,55200,0.73
310623,sales,middle,medium,4,yes,no,3,38400,0.51
320826,marketing,middle,low,9,no,no,4,20400,0.67
984064,hr,sinior,low,5,no,no,3,38400,0.69
103565,purchasing,junior,high,1,no,no,3,38400,0.27
524135,hr,middle,medium,4,no,no,1,33600,0.1
325823,technology,junior,medium,2,no,no,4,31200,0.81
178113,marketing,middle,low,2,yes,no,4,20400,0.72
944246,hr,junior,medium,1,no,no,3,22800,0.14
464700,sales,junior,low,1,no,no,4,18000,0.62
961737,hr,sinior,medium,1,no,no,3,45600,0.14
226470,marketing,junior,medium,2,no,no,2,22800,0.4
122260,technology,middle,medium,6,no,no,4,39600,0.64
731991,purchasing,middle,high,5,no,no,3,46800,0.46
367602,hr,junior,medium,1,no,no,3,22800,0.18
815638,marketing,middle,medium,5,no,yes,2,39600,0.11
574404,purchasing,junior,medium,2,no,no,3,22800,0.28
604334,hr,junior,low,1,no,no,1,12000,0.24
301062,technology,middle,low,10,no,no,4,34800,0.77
986103,technology,middle,high,6,yes,yes,3,56400,0.46
747445,sales,junior,medium,4,no,no,5,28800,0.88
820818,technology,middle,medium,8,no,no,4,45600,0.89
819988,sales,middle,medium,6,no,no,5,44400,0.76
213415,technology,junior,medium,1,no,no,4,31200,0.63
888815,sales,middle,medium,8,no,no,5,38400,0.84
644320,technology,junior,medium,3,no,no,3,26400,0.38
699685,sales,middle,medium,5,yes,no,4,43200,0.97
506172,technology,middle,low,7,no,no,3,21600,0.35
226594,sales,middle,medium,8,no,no,1,31200,0.35
528349,purchasing,junior,medium,1,no,no,4,28800,0.67
421692,technology,middle,low,5,no,no,5,28800,0.8
239049,sales,middle,medium,8,no,no,2,40800,0.52
190706,technology,junior,medium,2,no,no,3,26400,0.4
764291,marketing,sinior,medium,10,no,no,3,46800,0.4
541406,purchasing,sinior,medium,10,no,no,5,48000,0.71
695655,hr,junior,medium,3,no,no,3,21600,0.27
566403,hr,junior,medium,1,no,no,3,30000,0.36
942649,sales,middle,medium,2,no,no,5,39600,0.65
774011,sales,junior,medium,1,no,no,5,25200,0.65
244937,marketing,junior,medium,1,no,no,4,27600,0.63
835557,purchasing,junior,low,1,no,no,3,15600,0.38
523776,technology,middle,low,4,no,no,4,34800,0.59
224578,technology,junior,medium,2,no,no,4,34800,0.89
776643,purchasing,junior,medium,2,no,no,3,21600,0.37
929467,hr,junior,medium,3,no,no,5,30000,0.82
949765,sales,middle,high,6,no,no,5,49200,0.74
432951,technology,middle,low,4,no,yes,3,27600,0.09
817652,sales,middle,medium,6,no,no,4,38400,0.91
332068,marketing,junior,low,2,no,no,4,20400,0.75
718153,technology,junior,low,1,no,no,4,22800,0.66
942848,sales,middle,medium,5,no,no,4,33600,0.6
817040,technology,junior,low,2,no,no,3,18000,0.39
528438,marketing,junior,medium,2,no,no,4,24000,0.69
625385,sales,middle,medium,4,no,yes,2,32400,0.06
738838,purchasing,middle,medium,5,no,no,4,39600,0.76
181814,sales,middle,medium,6,no,no,5,44400,0.87
610215,marketing,middle,high,9,no,no,3,62400,0.44
239698,technology,junior,high,2,no,no,4,43200,0.85
150502,sales,junior,low,1,no,no,4,12000,0.54
755319,purchasing,junior,medium,4,no,no,2,25200,0.52
641790,technology,middle,medium,10,no,no,4,51600,0.86
759772,technology,middle,low,6,no,no,4,33600,0.77
168975,hr,junior,low,2,no,no,4,16800,0.77
240887,sales,middle,medium,3,no,no,3,32400,0.18
775658,sales,sinior,medium,9,no,no,3,56400,0.54
287112,purchasing,junior,medium,1,no,no,4,22800,0.57
381557,sales,junior,medium,1,no,no,5,22800,0.53
864907,sales,middle,high,5,no,no,4,49200,0.64
600481,sales,middle,high,4,no,no,4,48000,0.47
632683,sales,junior,high,5,no,yes,3,30000,0.4
901845,technology,junior,low,2,no,no,5,19200,0.8
882516,hr,middle,medium,8,no,no,3,38400,0.43
194955,sales,junior,medium,2,no,no,4,21600,0.66
411262,technology,middle,medium,5,no,no,3,43200,0.35
909143,sales,middle,medium,4,no,yes,3,31200,0.09
371703,technology,sinior,medium,5,no,no,3,72000,0.41
437486,sales,sinior,high,9,no,no,4,79200,0.8
357721,hr,middle,high,7,no,no,5,55200,0.89
941565,sales,junior,medium,1,no,no,1,20400,0.12
546721,marketing,sinior,high,5,no,no,2,79200,0.28
209957,technology,sinior,low,2,no,no,4,46800,0.73
776157,technology,middle,medium,6,no,no,4,51600,0.87
623254,sales,junior,medium,4,no,no,3,24000,0.49
429012,technology,middle,medium,8,no,no,5,52800,0.92
493344,sales,sinior,low,10,no,yes,3,37200,0.25
945087,purchasing,junior,low,1,no,no,4,19200,0.64
218556,technology,middle,high,9,no,no,4,62400,0.77
910799,marketing,sinior,low,10,no,no,3,33600,0.46
593059,technology,middle,medium,1,no,no,4,39600,0.53
922208,marketing,middle,medium,10,no,no,5,46800,0.9
362678,marketing,middle,low,6,no,yes,1,24000,0.24
962920,purchasing,sinior,high,8,no,no,3,79200,0.53
464737,purchasing,middle,low,1,yes,no,4,24000,0.76
389793,technology,middle,medium,6,no,no,3,38400,0.36
404884,technology,middle,low,4,no,yes,4,28800,0.51
198080,marketing,middle,high,2,no,no,4,57600,0.59
443764,sales,junior,medium,1,no,no,5,28800,0.61
957270,sales,junior,low,3,no,no,3,15600,0.48
333715,technology,junior,low,1,no,no,2,21600,0.4
382636,sales,junior,medium,3,no,no,3,21600,0.4
829813,purchasing,middle,low,8,no,yes,3,24000,0.4
828048,purchasing,middle,high,9,no,yes,3,58800,0.53
261194,purchasing,junior,medium,1,no,no,5,21600,0.49
337746,purchasing,sinior,medium,9,no,yes,1,57600,0.3
599998,purchasing,middle,high,4,no,no,3,58800,0.42
969608,purchasing,middle,low,6,no,no,4,19200,0.65
618813,sales,middle,medium,3,no,no,3,31200,0.12
985864,purchasing,middle,high,6,no,no,3,58800,0.66
379749,hr,junior,low,1,no,no,3,13200,0.21
984694,sales,middle,high,7,no,no,4,49200,0.71
351803,sales,junior,low,2,no,no,3,18000,0.52
440121,sales,junior,low,1,no,no,3,12000,0.18
234729,sales,middle,low,3,no,no,4,28800,0.67
500054,sales,junior,medium,1,no,no,1,26400,0.34
235614,technology,junior,high,1,no,no,4,43200,0.63
940106,hr,middle,medium,4,no,no,4,40800,0.6
796083,marketing,junior,low,1,no,no,4,20400,0.86
218843,sales,middle,medium,1,no,no,3,42000,0.28
856671,technology,junior,medium,3,no,yes,4,31200,0.69
633181,technology,junior,low,4,no,no,4,15600,0.66
511716,technology,junior,medium,4,no,no,3,31200,0.55
185188,technology,middle,low,9,no,no,5,34800,0.77
223412,marketing,middle,medium,4,no,no,3,36000,0.19
800908,hr,junior,low,3,no,yes,3,15600,0.13
318839,sales,middle,low,6,no,yes,4,28800,0.74
651486,sales,junior,low,4,no,no,3,14400,0.31
283446,technology,sinior,medium,6,no,no,1,68400,0.32
227845,hr,middle,low,7,no,no,3,25200,0.63
142091,hr,junior,medium,1,no,no,3,22800,0.2
210586,technology,middle,low,2,no,no,5,34800,0.69
963146,purchasing,junior,high,2,no,no,4,39600,0.76
712204,sales,junior,medium,2,no,no,5,25200,0.87
824311,sales,junior,low,2,no,no,1,12000,0.3
276317,sales,middle,high,8,no,yes,4,48000,0.5
561999,marketing,middle,medium,7,no,no,2,39600,0.38
675936,hr,junior,medium,1,no,yes,3,22800,0.03
258835,sales,middle,low,6,no,no,5,19200,0.63
968152,hr,middle,low,8,no,no,3,30000,0.62
357911,sales,middle,medium,1,no,no,2,42000,0.38
516937,purchasing,junior,medium,1,no,no,5,22800,0.48
414499,sales,middle,high,5,no,no,4,57600,0.92
504949,technology,junior,medium,2,no,no,3,34800,0.53
557130,sales,junior,medium,2,no,no,4,25200,0.77
890208,sales,middle,medium,1,no,yes,2,37200,0.09
800370,sales,junior,medium,2,no,no,4,27600,0.76
526055,hr,middle,medium,7,no,no,3,34800,0.58
813816,sales,middle,medium,5,no,no,4,33600,0.6
136671,technology,junior,low,2,no,no,4,15600,0.68
791846,marketing,middle,low,5,no,no,5,31200,0.59
220071,purchasing,junior,low,1,no,no,4,19200,0.69
288019,marketing,junior,low,3,no,no,5,21600,0.9
599436,sales,middle,low,7,no,no,4,24000,0.84
907530,sales,junior,medium,2,no,no,5,21600,0.65
287730,sales,junior,medium,1,no,no,5,25200,0.69
636966,sales,middle,medium,3,no,no,2,31200,0.16
408335,sales,junior,low,4,no,no,4,18000,0.77
629575,sales,junior,medium,2,no,no,4,25200,0.91
732615,hr,middle,low,3,no,no,4,25200,0.72
837294,marketing,middle,medium,7,no,yes,3,39600,0.22
456393,purchasing,junior,high,3,no,no,4,38400,0.79
865857,technology,middle,high,8,no,no,3,61200,0.58
501110,sales,middle,high,3,no,no,2,56400,0.31
224290,sales,middle,low,10,no,no,4,24000,0.76
876973,marketing,middle,medium,1,no,yes,4,46800,0.42
189131,technology,middle,low,7,no,yes,3,21600,0.11
434165,sales,junior,low,1,no,no,1,12000,0.22
199729,sales,junior,low,1,no,no,3,12000,0.24
470082,sales,sinior,high,6,yes,no,2,62400,0.39
966817,technology,junior,medium,1,no,no,2,26400,0.21
680108,purchasing,junior,medium,1,no,no,4,25200,0.73
447679,technology,junior,medium,3,no,no,4,31200,0.76
284645,sales,junior,medium,3,no,no,3,26400,0.5
743762,technology,middle,low,6,no,no,3,21600,0.32
135288,marketing,middle,medium,4,no,no,3,46800,0.29
298385,technology,middle,high,4,no,no,4,63600,0.6
566189,hr,junior,medium,2,no,no,3,22800,0.4
903313,sales,junior,low,4,no,yes,5,15600,0.61
716802,hr,junior,low,2,no,yes,3,13200,0.15
660178,purchasing,junior,low,2,no,no,4,12000,0.66
383702,sales,junior,medium,1,no,no,4,21600,0.57
836519,purchasing,middle,low,5,no,no,1,22800,0.29
569068,sales,middle,high,5,no,no,4,52800,0.78
548382,sales,junior,low,2,no,no,4,12000,0.63
315065,purchasing,junior,low,1,no,no,3,19200,0.26
217146,technology,sinior,high,2,yes,yes,2,75600,0.13
